"ResourceType","TerraformName","MicrosoftProvider","APIVersions","MappingSource","DocumentationPath"
"Resource","azurerm_sentinel_alert_rule_anomaly_duplicate","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_alert_rule_anomaly_duplicate.html.markdown"
"Resource","azurerm_sentinel_alert_rule_anomaly_duplicate","Microsoft.SecurityInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_alert_rule_anomaly_duplicate.html.markdown"
"Resource","azurerm_sentinel_alert_rule_fusion","Microsoft.OperationalInsights","2023-12-01-preview","GeneratedAPISection","website/docs/r/sentinel_alert_rule_fusion.html.markdown"
"Resource","azurerm_sentinel_alert_rule_machine_learning_behavior_analytics","Microsoft.OperationalInsights","2023-12-01-preview","GeneratedAPISection","website/docs/r/sentinel_alert_rule_machine_learning_behavior_analytics.html.markdown"
"Resource","azurerm_sentinel_alert_rule_ms_security_incident","Microsoft.OperationalInsights","2023-12-01-preview","GeneratedAPISection","website/docs/r/sentinel_alert_rule_ms_security_incident.html.markdown"
"Resource","azurerm_sentinel_alert_rule_nrt","Microsoft.OperationalInsights","2023-12-01-preview","GeneratedAPISection","website/docs/r/sentinel_alert_rule_nrt.html.markdown"
"Resource","azurerm_sentinel_alert_rule_scheduled","Microsoft.OperationalInsights","2023-12-01-preview","GeneratedAPISection","website/docs/r/sentinel_alert_rule_scheduled.html.markdown"
"Resource","azurerm_sentinel_alert_rule_threat_intelligence","Microsoft.OperationalInsights","2023-12-01-preview, 2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_alert_rule_threat_intelligence.html.markdown"
"Resource","azurerm_sentinel_automation_rule","Microsoft.OperationalInsights","2024-09-01","GeneratedAPISection","website/docs/r/sentinel_automation_rule.html.markdown"
"Resource","azurerm_sentinel_data_connector_aws_cloud_trail","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_aws_cloud_trail.html.markdown"
"Resource","azurerm_sentinel_data_connector_aws_s3","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_aws_s3.html.markdown"
"Resource","azurerm_sentinel_data_connector_azure_active_directory","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_azure_active_directory.html.markdown"
"Resource","azurerm_sentinel_data_connector_azure_advanced_threat_protection","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_azure_advanced_threat_protection.html.markdown"
"Resource","azurerm_sentinel_data_connector_azure_security_center","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_azure_security_center.html.markdown"
"Resource","azurerm_sentinel_data_connector_dynamics_365","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_dynamics_365.html.markdown"
"Resource","azurerm_sentinel_data_connector_iot","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_iot.html.markdown"
"Resource","azurerm_sentinel_data_connector_microsoft_cloud_app_security","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_microsoft_cloud_app_security.html.markdown"
"Resource","azurerm_sentinel_data_connector_microsoft_defender_advanced_threat_protection","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_microsoft_defender_advanced_threat_protection.html.markdown"
"Resource","azurerm_sentinel_data_connector_microsoft_threat_intelligence","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_microsoft_threat_intelligence.html.markdown"
"Resource","azurerm_sentinel_data_connector_microsoft_threat_protection","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_microsoft_threat_protection.html.markdown"
"Resource","azurerm_sentinel_data_connector_office_365","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_office_365.html.markdown"
"Resource","azurerm_sentinel_data_connector_office_365_project","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_office_365_project.html.markdown"
"Resource","azurerm_sentinel_data_connector_office_atp","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_office_atp.html.markdown"
"Resource","azurerm_sentinel_data_connector_office_irm","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_office_irm.html.markdown"
"Resource","azurerm_sentinel_data_connector_office_power_bi","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_office_power_bi.html.markdown"
"Resource","azurerm_sentinel_data_connector_threat_intelligence","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_threat_intelligence.html.markdown"
"Resource","azurerm_sentinel_data_connector_threat_intelligence_taxii","Microsoft.OperationalInsights","2025-07-01, 2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_data_connector_threat_intelligence_taxii.html.markdown"
"Resource","azurerm_sentinel_log_analytics_workspace_onboarding","Microsoft.OperationalInsights","2022-11-01","GeneratedAPISection","website/docs/r/sentinel_log_analytics_workspace_onboarding.html.markdown"
"Resource","azurerm_sentinel_metadata","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_metadata.html.markdown"
"Resource","azurerm_sentinel_threat_intelligence_indicator","Microsoft.OperationalInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_threat_intelligence_indicator.html.markdown"
"Resource","azurerm_sentinel_threat_intelligence_indicator","Microsoft.SecurityInsights","2022-10-01-preview","GeneratedAPISection","website/docs/r/sentinel_threat_intelligence_indicator.html.markdown"
"Resource","azurerm_sentinel_watchlist","Microsoft.OperationalInsights","2022-11-01","GeneratedAPISection","website/docs/r/sentinel_watchlist.html.markdown"
"Resource","azurerm_sentinel_watchlist_item","Microsoft.OperationalInsights","2022-11-01","GeneratedAPISection","website/docs/r/sentinel_watchlist_item.html.markdown"
"Resource","azurerm_service_fabric_cluster","Microsoft.ServiceFabric","2021-06-01","GeneratedAPISection","website/docs/r/service_fabric_cluster.html.markdown"
"Resource","azurerm_service_fabric_managed_cluster","Microsoft.ServiceFabric","2024-04-01","GeneratedAPISection","website/docs/r/service_fabric_managed_cluster.html.markdown"
"Resource","azurerm_service_plan","Microsoft.Web","2023-12-01","GeneratedAPISection","website/docs/r/service_plan.html.markdown"
"Resource","azurerm_servicebus_namespace","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/r/servicebus_namespace.html.markdown"
"Resource","azurerm_servicebus_namespace_authorization_rule","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/r/servicebus_namespace_authorization_rule.html.markdown"
"Resource","azurerm_servicebus_namespace_customer_managed_key","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/r/servicebus_namespace_customer_managed_key.html.markdown"
"Resource","azurerm_servicebus_namespace_disaster_recovery_config","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/r/servicebus_namespace_disaster_recovery_config.html.markdown"
"Resource","azurerm_servicebus_queue","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/r/servicebus_queue.html.markdown"
"Resource","azurerm_servicebus_queue_authorization_rule","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/r/servicebus_queue_authorization_rule.html.markdown"
"Resource","azurerm_servicebus_subscription","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/r/servicebus_subscription.html.markdown"
"Resource","azurerm_servicebus_subscription_rule","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/r/servicebus_subscription_rule.html.markdown"
"Resource","azurerm_servicebus_topic","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/r/servicebus_topic.html.markdown"
"Resource","azurerm_servicebus_topic_authorization_rule","Microsoft.ServiceBus","2024-01-01","GeneratedAPISection","website/docs/r/servicebus_topic_authorization_rule.html.markdown"
"Resource","azurerm_shared_image","Microsoft.Compute","2022-03-03","GeneratedAPISection","website/docs/r/shared_image.html.markdown"
"Resource","azurerm_shared_image_gallery","Microsoft.Compute","2022-03-03","GeneratedAPISection","website/docs/r/shared_image_gallery.html.markdown"
"Resource","azurerm_shared_image_version","Microsoft.Compute","2023-07-03","GeneratedAPISection","website/docs/r/shared_image_version.html.markdown"
"Resource","azurerm_signalr_service","Microsoft.SignalRService","2024-03-01","GeneratedAPISection","website/docs/r/signalr_service.html.markdown"
"Resource","azurerm_signalr_service_custom_certificate","Microsoft.SignalRService","2024-03-01","GeneratedAPISection","website/docs/r/signalr_service_custom_certificate.html.markdown"
"Resource","azurerm_signalr_service_custom_domain","Microsoft.SignalRService","2024-03-01","GeneratedAPISection","website/docs/r/signalr_service_custom_domain.html.markdown"
"Resource","azurerm_signalr_service_network_acl","Microsoft.SignalRService","2024-03-01","GeneratedAPISection","website/docs/r/signalr_service_network_acl.html.markdown"
"Resource","azurerm_signalr_shared_private_link_resource","Microsoft.SignalRService","2024-03-01","GeneratedAPISection","website/docs/r/signalr_shared_private_link_resource.html.markdown"
"Resource","azurerm_site_recovery_fabric","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_fabric.html.markdown"
"Resource","azurerm_site_recovery_hyperv_network_mapping","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_hyperv_network_mapping.html.markdown"
"Resource","azurerm_site_recovery_hyperv_replication_policy","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_hyperv_replication_policy.html.markdown"
"Resource","azurerm_site_recovery_hyperv_replication_policy_association","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_hyperv_replication_policy_association.html.markdown"
"Resource","azurerm_site_recovery_network_mapping","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_network_mapping.html.markdown"
"Resource","azurerm_site_recovery_protection_container","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_protection_container.html.markdown"
"Resource","azurerm_site_recovery_protection_container_mapping","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_protection_container_mapping.html.markdown"
"Resource","azurerm_site_recovery_replicated_vm","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_replicated_vm.html.markdown"
"Resource","azurerm_site_recovery_replication_policy","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_replication_policy.html.markdown"
"Resource","azurerm_site_recovery_replication_recovery_plan","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_replication_recovery_plan.html.markdown"
"Resource","azurerm_site_recovery_services_vault_hyperv_site","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_services_vault_hyperv_site.html.markdown"
"Resource","azurerm_site_recovery_vmware_replicated_vm","Microsoft.OffAzure","2020-01-01","GeneratedAPISection","website/docs/r/site_recovery_vmware_replicated_vm.html.markdown"
"Resource","azurerm_site_recovery_vmware_replicated_vm","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_vmware_replicated_vm.html.markdown"
"Resource","azurerm_site_recovery_vmware_replication_policy","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_vmware_replication_policy.html.markdown"
"Resource","azurerm_site_recovery_vmware_replication_policy_association","Microsoft.RecoveryServices","2024-04-01","GeneratedAPISection","website/docs/r/site_recovery_vmware_replication_policy_association.html.markdown"
"Resource","azurerm_snapshot","Microsoft.Compute","2022-03-02","GeneratedAPISection","website/docs/r/snapshot.html.markdown"
"Resource","azurerm_source_control_token","Microsoft.Web","2023-01-01","GeneratedAPISection","website/docs/r/source_control_token.html.markdown"
"Resource","azurerm_spring_cloud_accelerator","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_accelerator.html.markdown"
"Resource","azurerm_spring_cloud_active_deployment","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_active_deployment.html.markdown"
"Resource","azurerm_spring_cloud_api_portal","Microsoft.AppPlatform","2024-01-01-preview","GeneratedAPISection","website/docs/r/spring_cloud_api_portal.html.markdown"
"Resource","azurerm_spring_cloud_api_portal_custom_domain","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_api_portal_custom_domain.html.markdown"
"Resource","azurerm_spring_cloud_app","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_app.html.markdown"
"Resource","azurerm_spring_cloud_app_cosmosdb_association","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_app_cosmosdb_association.html.markdown"
"Resource","azurerm_spring_cloud_app_dynamics_application_performance_monitoring","Microsoft.AppPlatform","2024-01-01-preview","GeneratedAPISection","website/docs/r/spring_cloud_app_dynamics_application_performance_monitoring.html.markdown"
"Resource","azurerm_spring_cloud_app_mysql_association","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_app_mysql_association.html.markdown"
"Resource","azurerm_spring_cloud_app_redis_association","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_app_redis_association.html.markdown"
"Resource","azurerm_spring_cloud_application_insights_application_performance_monitoring","Microsoft.AppPlatform","2024-01-01-preview","GeneratedAPISection","website/docs/r/spring_cloud_application_insights_application_performance_monitoring.html.markdown"
"Resource","azurerm_spring_cloud_application_live_view","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_application_live_view.html.markdown"
"Resource","azurerm_spring_cloud_build_deployment","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_build_deployment.html.markdown"
"Resource","azurerm_spring_cloud_build_pack_binding","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_build_pack_binding.html.markdown"
"Resource","azurerm_spring_cloud_builder","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_builder.html.markdown"
"Resource","azurerm_spring_cloud_certificate","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_certificate.html.markdown"
"Resource","azurerm_spring_cloud_configuration_service","Microsoft.AppPlatform","2024-01-01-preview","GeneratedAPISection","website/docs/r/spring_cloud_configuration_service.html.markdown"
"Resource","azurerm_spring_cloud_connection","Microsoft.ServiceLinker","2024-04-01, 2022-05-01","GeneratedAPISection","website/docs/r/spring_cloud_connection.html.markdown"
"Resource","azurerm_spring_cloud_container_deployment","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_container_deployment.html.markdown"
"Resource","azurerm_spring_cloud_custom_domain","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_custom_domain.html.markdown"
"Resource","azurerm_spring_cloud_customized_accelerator","Microsoft.AppPlatform","2024-01-01-preview","GeneratedAPISection","website/docs/r/spring_cloud_customized_accelerator.html.markdown"
"Resource","azurerm_spring_cloud_dev_tool_portal","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_dev_tool_portal.html.markdown"
"Resource","azurerm_spring_cloud_dynatrace_application_performance_monitoring","Microsoft.AppPlatform","2024-01-01-preview","GeneratedAPISection","website/docs/r/spring_cloud_dynatrace_application_performance_monitoring.html.markdown"
"Resource","azurerm_spring_cloud_elastic_application_performance_monitoring","Microsoft.AppPlatform","2024-01-01-preview","GeneratedAPISection","website/docs/r/spring_cloud_elastic_application_performance_monitoring.html.markdown"
"Resource","azurerm_spring_cloud_gateway","Microsoft.AppPlatform","2024-01-01-preview","GeneratedAPISection","website/docs/r/spring_cloud_gateway.html.markdown"
"Resource","azurerm_spring_cloud_gateway_custom_domain","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_gateway_custom_domain.html.markdown"
"Resource","azurerm_spring_cloud_gateway_route_config","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_gateway_route_config.html.markdown"
"Resource","azurerm_spring_cloud_java_deployment","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_java_deployment.html.markdown"
"Resource","azurerm_spring_cloud_new_relic_application_performance_monitoring","Microsoft.AppPlatform","2024-01-01-preview","GeneratedAPISection","website/docs/r/spring_cloud_new_relic_application_performance_monitoring.html.markdown"
"Resource","azurerm_spring_cloud_service","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_service.html.markdown"
"Resource","azurerm_spring_cloud_storage","Microsoft.AppPlatform","","ARMImportID","website/docs/r/spring_cloud_storage.html.markdown"
"Resource","azurerm_ssh_public_key","Microsoft.Compute","2024-03-01","GeneratedAPISection","website/docs/r/ssh_public_key.html.markdown"
"Resource","azurerm_stack_hci_cluster","Microsoft.AutoManage","2022-05-04","GeneratedAPISection","website/docs/r/stack_hci_cluster.html.markdown"
"Resource","azurerm_stack_hci_cluster","Microsoft.AzureStackHCI","2024-01-01, 2022-05-04","GeneratedAPISection","website/docs/r/stack_hci_cluster.html.markdown"
"Resource","azurerm_stack_hci_deployment_setting","Microsoft.AzureStackHCI","2024-01-01","GeneratedAPISection","website/docs/r/stack_hci_deployment_setting.html.markdown"
"Resource","azurerm_stack_hci_deployment_setting","Microsoft.ExtendedLocation","2021-08-15","GeneratedAPISection","website/docs/r/stack_hci_deployment_setting.html.markdown"
"Resource","azurerm_stack_hci_deployment_setting","Microsoft.ResourceConnector","2022-10-27","GeneratedAPISection","website/docs/r/stack_hci_deployment_setting.html.markdown"
"Resource","azurerm_stack_hci_extension","Microsoft.AzureStackHCI","2024-01-01","GeneratedAPISection","website/docs/r/stack_hci_extension.html.markdown"
"Resource","azurerm_stack_hci_logical_network","Microsoft.AzureStackHCI","2024-01-01","GeneratedAPISection","website/docs/r/stack_hci_logical_network.html.markdown"
"Resource","azurerm_stack_hci_marketplace_gallery_image","Microsoft.AzureStackHCI","2024-01-01","GeneratedAPISection","website/docs/r/stack_hci_marketplace_gallery_image.html.markdown"
"Resource","azurerm_stack_hci_network_interface","Microsoft.AzureStackHCI","2024-01-01","GeneratedAPISection","website/docs/r/stack_hci_network_interface.html.markdown"
"Resource","azurerm_stack_hci_storage_path","Microsoft.AzureStackHCI","2024-01-01","GeneratedAPISection","website/docs/r/stack_hci_storage_path.html.markdown"
"Resource","azurerm_stack_hci_virtual_hard_disk","Microsoft.AzureStackHCI","2024-01-01","GeneratedAPISection","website/docs/r/stack_hci_virtual_hard_disk.html.markdown"
"Resource","azurerm_static_web_app","Microsoft.Web","2023-01-01","GeneratedAPISection","website/docs/r/static_web_app.html.markdown"
"Resource","azurerm_static_web_app_custom_domain","Microsoft.Web","2023-01-01","GeneratedAPISection","website/docs/r/static_web_app_custom_domain.html.markdown"
"Resource","azurerm_static_web_app_function_app_registration","Microsoft.Web","2023-12-01, 2023-01-01","GeneratedAPISection","website/docs/r/static_web_app_function_app_registration.html.markdown"
"Resource","azurerm_storage_account","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_account.html.markdown"
"Resource","azurerm_storage_account_customer_managed_key","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_account_customer_managed_key.html.markdown"
"Resource","azurerm_storage_account_local_user","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_account_local_user.html.markdown"
"Resource","azurerm_storage_account_network_rules","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_account_network_rules.html.markdown"
"Resource","azurerm_storage_account_queue_properties","Microsoft.Storage","","ARMImportID","website/docs/r/storage_account_queue_properties.html.markdown"
"Resource","azurerm_storage_account_static_website","Microsoft.Storage","","ARMImportID","website/docs/r/storage_account_static_website.html.markdown"
"Resource","azurerm_storage_account_table_properties","Microsoft.Storage","","ARMImportID","website/docs/r/storage_account_table_properties.html.markdown"
"Resource","azurerm_storage_blob","","","Unmapped","website/docs/r/storage_blob.html.markdown"
"Resource","azurerm_storage_blob_inventory_policy","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_blob_inventory_policy.html.markdown"
"Resource","azurerm_storage_container","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_container.html.markdown"
"Resource","azurerm_storage_container_immutability_policy","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_container_immutability_policy.html.markdown"
"Resource","azurerm_storage_data_lake_gen2_filesystem","","","Unmapped","website/docs/r/storage_data_lake_gen2_filesystem.html.markdown"
"Resource","azurerm_storage_data_lake_gen2_path","","","Unmapped","website/docs/r/storage_data_lake_gen2_path.html.markdown"
"Resource","azurerm_storage_encryption_scope","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_encryption_scope.html.markdown"
"Resource","azurerm_storage_management_policy","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_management_policy.html.markdown"
"Resource","azurerm_storage_mover","Microsoft.StorageMover","2025-07-01","GeneratedAPISection","website/docs/r/storage_mover.html.markdown"
"Resource","azurerm_storage_mover_agent","Microsoft.StorageMover","2023-03-01","GeneratedAPISection","website/docs/r/storage_mover_agent.html.markdown"
"Resource","azurerm_storage_mover_job_definition","Microsoft.StorageMover","2025-07-01","GeneratedAPISection","website/docs/r/storage_mover_job_definition.html.markdown"
"Resource","azurerm_storage_mover_project","Microsoft.StorageMover","2025-07-01","GeneratedAPISection","website/docs/r/storage_mover_project.html.markdown"
"Resource","azurerm_storage_mover_source_endpoint","Microsoft.StorageMover","2025-07-01","GeneratedAPISection","website/docs/r/storage_mover_source_endpoint.html.markdown"
"Resource","azurerm_storage_mover_target_endpoint","Microsoft.StorageMover","2025-07-01","GeneratedAPISection","website/docs/r/storage_mover_target_endpoint.html.markdown"
"Resource","azurerm_storage_object_replication","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_object_replication.html.markdown"
"Resource","azurerm_storage_queue","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_queue.html.markdown"
"Resource","azurerm_storage_share","Microsoft.Storage","2025-08-01","GeneratedAPISection","website/docs/r/storage_share.html.markdown"
"Resource","azurerm_storage_share_directory","","","Unmapped","website/docs/r/storage_share_directory.html.markdown"
"Resource","azurerm_storage_share_file","","","Unmapped","website/docs/r/storage_share_file.html.markdown"
"Resource","azurerm_storage_sync","Microsoft.StorageSync","2020-03-01","GeneratedAPISection","website/docs/r/storage_sync.html.markdown"
"Resource","azurerm_storage_sync_cloud_endpoint","Microsoft.StorageSync","2020-03-01","GeneratedAPISection","website/docs/r/storage_sync_cloud_endpoint.html.markdown"
"Resource","azurerm_storage_sync_group","Microsoft.StorageSync","2020-03-01","GeneratedAPISection","website/docs/r/storage_sync_group.html.markdown"
"Resource","azurerm_storage_sync_server_endpoint","Microsoft.StorageSync","2020-03-01","GeneratedAPISection","website/docs/r/storage_sync_server_endpoint.html.markdown"
"Resource","azurerm_storage_table","Microsoft.Storage","","ARMImportID","website/docs/r/storage_table.html.markdown"
"Resource","azurerm_storage_table_entity","","","Unmapped","website/docs/r/storage_table_entity.html.markdown"
"Resource","azurerm_stream_analytics_cluster","Microsoft.StreamAnalytics","2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_cluster.html.markdown"
"Resource","azurerm_stream_analytics_function_javascript_uda","Microsoft.StreamAnalytics","2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_function_javascript_uda.html.markdown"
"Resource","azurerm_stream_analytics_function_javascript_udf","Microsoft.StreamAnalytics","2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_function_javascript_udf.html.markdown"
"Resource","azurerm_stream_analytics_job","Microsoft.StreamAnalytics","2021-10-01-preview, 2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_job.html.markdown"
"Resource","azurerm_stream_analytics_job_schedule","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_job_schedule.html.markdown"
"Resource","azurerm_stream_analytics_job_storage_account","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_job_storage_account.html.markdown"
"Resource","azurerm_stream_analytics_managed_private_endpoint","Microsoft.StreamAnalytics","2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_managed_private_endpoint.html.markdown"
"Resource","azurerm_stream_analytics_output_blob","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_output_blob.html.markdown"
"Resource","azurerm_stream_analytics_output_cosmosdb","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_output_cosmosdb.html.markdown"
"Resource","azurerm_stream_analytics_output_eventhub","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_output_eventhub.html.markdown"
"Resource","azurerm_stream_analytics_output_function","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_output_function.html.markdown"
"Resource","azurerm_stream_analytics_output_mssql","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_output_mssql.html.markdown"
"Resource","azurerm_stream_analytics_output_powerbi","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_output_powerbi.html.markdown"
"Resource","azurerm_stream_analytics_output_servicebus_queue","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_output_servicebus_queue.html.markdown"
"Resource","azurerm_stream_analytics_output_servicebus_topic","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_output_servicebus_topic.html.markdown"
"Resource","azurerm_stream_analytics_output_synapse","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_output_synapse.html.markdown"
"Resource","azurerm_stream_analytics_output_table","Microsoft.StreamAnalytics","2021-10-01-preview","GeneratedAPISection","website/docs/r/stream_analytics_output_table.html.markdown"
"Resource","azurerm_stream_analytics_reference_input_blob","Microsoft.StreamAnalytics","2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_reference_input_blob.html.markdown"
"Resource","azurerm_stream_analytics_reference_input_mssql","Microsoft.StreamAnalytics","2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_reference_input_mssql.html.markdown"
"Resource","azurerm_stream_analytics_stream_input_blob","Microsoft.StreamAnalytics","2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_stream_input_blob.html.markdown"
"Resource","azurerm_stream_analytics_stream_input_eventhub","Microsoft.StreamAnalytics","2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_stream_input_eventhub.html.markdown"
"Resource","azurerm_stream_analytics_stream_input_eventhub_v2","Microsoft.StreamAnalytics","2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_stream_input_eventhub_v2.html.markdown"
"Resource","azurerm_stream_analytics_stream_input_iothub","Microsoft.StreamAnalytics","2020-03-01","GeneratedAPISection","website/docs/r/stream_analytics_stream_input_iothub.html.markdown"
"Resource","azurerm_subnet","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/subnet.html.markdown"
"Resource","azurerm_subnet_nat_gateway_association","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/subnet_nat_gateway_association.html.markdown"
"Resource","azurerm_subnet_network_security_group_association","Microsoft.Network","2025-01-01","GeneratedAPISection","website/docs/r/subnet_network_security_group_association.html.markdown"
